Mod:Item:MetaData, Localized Name
gregtech:ore_yellow_limonite_1:10, Io Yellow Limonite Ore
gregtech:ore_yellow_limonite_1:11, Ganymede Yellow Limonite Ore
gregtech:ore_yellow_limonite_1:12, Rhea Yellow Limonite Ore
gregtech:ore_yellow_limonite_1:13, Titan Yellow Limonite Ore
gregtech:ore_yellow_limonite_1:14, Iapetus Yellow Limonite Ore
gregtech:ore_yellow_limonite_1:15, Moon Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:0, Mars Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:1, Venus Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:2, Phobos Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:3, Deimos Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:4, Triton Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:5, Oberon Yellow Limonite Ore
gregtech:ore_yellow_limonite_2:6, Titania Yellow Limonite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, End Nether Quartz Ore
gregtech:ore_nether_quartz_0:12, Fiery Netherrack Nether Quartz Ore
gregtech:ore_nether_quartz_0:13, Lively Netherrack Nether Quartz Ore
gregtech:ore_nether_quartz_0:14, Gloomy Netherrack Nether Quartz Ore
gregtech:ore_nether_quartz_0:15, Mercury Nether Quartz Ore
gregtech:ore_nether_quartz_1:0, Ceres Nether Quartz Ore
gregtech:ore_nether_quartz_1:1, Saturn Nether Quartz Ore
gregtech:ore_nether_quartz_1:2, Jupiter Nether Quartz Ore
gregtech:ore_nether_quartz_1:3, Uranus Nether Quartz Ore
gregtech:ore_nether_quartz_1:4, Neptune Nether Quartz Ore
gregtech:ore_nether_quartz_1:5, Pluto Nether Quartz Ore
gregtech:ore_nether_quartz_1:6, Eris Nether Quartz Ore
gregtech:ore_nether_quartz_1:7, Kepler22b Nether Quartz Ore
gregtech:ore_nether_quartz_1:8, Europa Nether Quartz Ore
gregtech:ore_nether_quartz_1:9, Callisto Nether Quartz Ore
gregtech:ore_nether_quartz_1:10, Io Nether Quartz Ore
gregtech:ore_nether_quartz_1:11, Ganymede Nether Quartz Ore
gregtech:ore_nether_quartz_1:12, Rhea Nether Quartz Ore
gregtech:ore_nether_quartz_1:13, Titan Nether Quartz Ore
gregtech:ore_nether_quartz_1:14, Iapetus Nether Quartz Ore
gregtech:ore_nether_quartz_1:15, Moon Nether Quartz Ore
gregtech:ore_nether_quartz_2:0, Mars Nether Quartz Ore
gregtech:ore_nether_quartz_2:1, Venus Nether Quartz Ore
gregtech:ore_nether_quartz_2:2, Phobos Nether Quartz Ore
gregtech:ore_nether_quartz_2:3, Deimos Nether Quartz Ore
gregtech:ore_nether_quartz_2:4, Triton Nether Quartz Ore
gregtech:ore_nether_quartz_2:5, Oberon Nether Quartz Ore
gregtech:ore_nether_quartz_2:6, Titania Nether Quartz Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Nether Quartzite Ore
gregtech:ore_quartzite_0:2, End Quartzite Ore
gregtech:ore_quartzite_0:12, Fiery Netherrack Quartzite Ore
gregtech:ore_quartzite_0:13, Lively Netherrack Quartzite Ore
gregtech:ore_quartzite_0:14, Gloomy Netherrack Quartzite Ore
gregtech:ore_quartzite_0:15, Mercury Quartzite Ore
gregtech:ore_quartzite_1:0, Ceres Quartzite Ore
gregtech:ore_quartzite_1:1, Saturn Quartzite Ore
gregtech:ore_quartzite_1:2, Jupiter Quartzite Ore
gregtech:ore_quartzite_1:3, Uranus Quartzite Ore
gregtech:ore_quartzite_1:4, Neptune Quartzite Ore
gregtech:ore_quartzite_1:5, Pluto Quartzite Ore
gregtech:ore_quartzite_1:6, Eris Quartzite Ore
gregtech:ore_quartzite_1:7, Kepler22b Quartzite Ore
gregtech:ore_quartzite_1:8, Europa Quartzite Ore
gregtech:ore_quartzite_1:9, Callisto Quartzite Ore
gregtech:ore_quartzite_1:10, Io Quartzite Ore
gregtech:ore_quartzite_1:11, Ganymede Quartzite Ore
gregtech:ore_quartzite_1:12, Rhea Quartzite Ore
gregtech:ore_quartzite_1:13, Titan Quartzite Ore
gregtech:ore_quartzite_1:14, Iapetus Quartzite Ore
gregtech:ore_quartzite_1:15, Moon Quartzite Ore
gregtech:ore_quartzite_2:0, Mars Quartzite Ore
gregtech:ore_quartzite_2:1, Venus Quartzite Ore
gregtech:ore_quartzite_2:2, Phobos Quartzite Ore
gregtech:ore_quartzite_2:3, Deimos Quartzite Ore
gregtech:ore_quartzite_2:4, Triton Quartzite Ore
gregtech:ore_quartzite_2:5, Oberon Quartzite Ore
gregtech:ore_quartzite_2:6, Titania Quartzite Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Nether Graphite Ore
gregtech:ore_graphite_0:2, End Graphite Ore
gregtech:ore_graphite_0:12, Fiery Netherrack Graphite Ore
gregtech:ore_graphite_0:13, Lively Netherrack Graphite Ore
gregtech:ore_graphite_0:14, Gloomy Netherrack Graphite Ore
gregtech:ore_graphite_0:15, Mercury Graphite Ore
gregtech:ore_graphite_1:0, Ceres Graphite Ore
gregtech:ore_graphite_1:1, Saturn Graphite Ore
gregtech:ore_graphite_1:2, Jupiter Graphite Ore
gregtech:ore_graphite_1:3, Uranus Graphite Ore
gregtech:ore_graphite_1:4, Neptune Graphite Ore
gregtech:ore_graphite_1:5, Pluto Graphite Ore
gregtech:ore_graphite_1:6, Eris Graphite Ore
gregtech:ore_graphite_1:7, Kepler22b Graphite Ore
gregtech:ore_graphite_1:8, Europa Graphite Ore
gregtech:ore_graphite_1:9, Callisto Graphite Ore
gregtech:ore_graphite_1:10, Io Graphite Ore
gregtech:ore_graphite_1:11, Ganymede Graphite Ore
gregtech:ore_graphite_1:12, Rhea Graphite Ore
gregtech:ore_graphite_1:13, Titan Graphite Ore
gregtech:ore_graphite_1:14, Iapetus Graphite Ore
gregtech:ore_graphite_1:15, Moon Graphite Ore
gregtech:ore_graphite_2:0, Mars Graphite Ore
gregtech:ore_graphite_2:1, Venus Graphite Ore
gregtech:ore_graphite_2:2, Phobos Graphite Ore
gregtech:ore_graphite_2:3, Deimos Graphite Ore
gregtech:ore_graphite_2:4, Triton Graphite Ore
gregtech:ore_graphite_2:5, Oberon Graphite Ore
gregtech:ore_graphite_2:6, Titania Graphite Ore
gregtech:ore_bornite_0:0, Bornite Ore
gregtech:ore_bornite_0:1, Nether Bornite Ore
gregtech:ore_bornite_0:2, End Bornite Ore
gregtech:ore_bornite_0:12, Fiery Netherrack Bornite Ore
gregtech:ore_bornite_0:13, Lively Netherrack Bornite Ore
gregtech:ore_bornite_0:14, Gloomy Netherrack Bornite Ore
gregtech:ore_bornite_0:15, Mercury Bornite Ore
gregtech:ore_bornite_1:0, Ceres Bornite Ore
gregtech:ore_bornite_1:1, Saturn Bornite Ore
gregtech:ore_bornite_1:2, Jupiter Bornite Ore
gregtech:ore_bornite_1:3, Uranus Bornite Ore
gregtech:ore_bornite_1:4, Neptune Bornite Ore
gregtech:ore_bornite_1:5, Pluto Bornite Ore
gregtech:ore_bornite_1:6, Eris Bornite Ore
gregtech:ore_bornite_1:7, Kepler22b Bornite Ore
gregtech:ore_bornite_1:8, Europa Bornite Ore
gregtech:ore_bornite_1:9, Callisto Bornite Ore
gregtech:ore_bornite_1:10, Io Bornite Ore
gregtech:ore_bornite_1:11, Ganymede Bornite Ore
gregtech:ore_bornite_1:12, Rhea Bornite Ore
gregtech:ore_bornite_1:13, Titan Bornite Ore
gregtech:ore_bornite_1:14, Iapetus Bornite Ore
gregtech:ore_bornite_1:15, Moon Bornite Ore
gregtech:ore_bornite_2:0, Mars Bornite Ore
gregtech:ore_bornite_2:1, Venus Bornite Ore
gregtech:ore_bornite_2:2, Phobos Bornite Ore
gregtech:ore_bornite_2:3, Deimos Bornite Ore
gregtech:ore_bornite_2:4, Triton Bornite Ore
gregtech:ore_bornite_2:5, Oberon Bornite Ore
gregtech:ore_bornite_2:6, Titania Bornite Ore
gregtech:ore_chalcocite_0:0, Chalcocite Ore
gregtech:ore_chalcocite_0:1, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:2, End Chalcocite Ore
gregtech:ore_chalcocite_0:12, Fiery Netherrack Chalcocite Ore
gregtech:ore_chalcocite_0:13, Lively Netherrack Chalcocite Ore
gregtech:ore_chalcocite_0:14, Gloomy Netherrack Chalcocite Ore
gregtech:ore_chalcocite_0:15, Mercury Chalcocite Ore
gregtech:ore_chalcocite_1:0, Ceres Chalcocite Ore
gregtech:ore_chalcocite_1:1, Saturn Chalcocite Ore
gregtech:ore_chalcocite_1:2, Jupiter Chalcocite Ore
gregtech:ore_chalcocite_1:3, Uranus Chalcocite Ore
gregtech:ore_chalcocite_1:4, Neptune Chalcocite Ore
gregtech:ore_chalcocite_1:5, Pluto Chalcocite Ore
gregtech:ore_chalcocite_1:6, Eris Chalcocite Ore
gregtech:ore_chalcocite_1:7, Kepler22b Chalcocite Ore
gregtech:ore_chalcocite_1:8, Europa Chalcocite Ore
gregtech:ore_chalcocite_1:9, Callisto Chalcocite Ore
gregtech:ore_chalcocite_1:10, Io Chalcocite Ore
gregtech:ore_chalcocite_1:11, Ganymede Chalcocite Ore
gregtech:ore_chalcocite_1:12, Rhea Chalcocite Ore
gregtech:ore_chalcocite_1:13, Titan Chalcocite Ore
gregtech:ore_chalcocite_1:14, Iapetus Chalcocite Ore
gregtech:ore_chalcocite_1:15, Moon Chalcocite Ore
gregtech:ore_chalcocite_2:0, Mars Chalcocite Ore
gregtech:ore_chalcocite_2:1, Venus Chalcocite Ore
gregtech:ore_chalcocite_2:2, Phobos Chalcocite Ore
gregtech:ore_chalcocite_2:3, Deimos Chalcocite Ore
gregtech:ore_chalcocite_2:4, Triton Chalcocite Ore
gregtech:ore_chalcocite_2:5, Oberon Chalcocite Ore
gregtech:ore_chalcocite_2:6, Titania Chalcocite Ore
gregtech:ore_realgar_0:0, Realgar Ore
gregtech:ore_realgar_0:1, Nether Realgar Ore
gregtech:ore_realgar_0:2, End Realgar Ore
gregtech:ore_realgar_0:12, Fiery Netherrack Realgar Ore
gregtech:ore_realgar_0:13, Lively Netherrack Realgar Ore
gregtech:ore_realgar_0:14, Gloomy Netherrack Realgar Ore
gregtech:ore_realgar_0:15, Mercury Realgar Ore
gregtech:ore_realgar_1:0, Ceres Realgar Ore
gregtech:ore_realgar_1:1, Saturn Realgar Ore
gregtech:ore_realgar_1:2, Jupiter Realgar Ore
gregtech:ore_realgar_1:3, Uranus Realgar Ore
gregtech:ore_realgar_1:4, Neptune Realgar Ore
gregtech:ore_realgar_1:5, Pluto Realgar Ore
gregtech:ore_realgar_1:6, Eris Realgar Ore
gregtech:ore_realgar_1:7, Kepler22b Realgar Ore
gregtech:ore_realgar_1:8, Europa Realgar Ore
gregtech:ore_realgar_1:9, Callisto Realgar Ore
gregtech:ore_realgar_1:10, Io Realgar Ore
gregtech:ore_realgar_1:11, Ganymede Realgar Ore
gregtech:ore_realgar_1:12, Rhea Realgar Ore
gregtech:ore_realgar_1:13, Titan Realgar Ore
gregtech:ore_realgar_1:14, Iapetus Realgar Ore
gregtech:ore_realgar_1:15, Moon Realgar Ore
gregtech:ore_realgar_2:0, Mars Realgar Ore
gregtech:ore_realgar_2:1, Venus Realgar Ore
gregtech:ore_realgar_2:2, Phobos Realgar Ore
gregtech:ore_realgar_2:3, Deimos Realgar Ore
gregtech:ore_realgar_2:4, Triton Realgar Ore
gregtech:ore_realgar_2:5, Oberon Realgar Ore
gregtech:ore_realgar_2:6, Titania Realgar Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:2, End Bastnasite Ore
gregtech:ore_bastnasite_0:12, Fiery Netherrack Bastnasite Ore
gregtech:ore_bastnasite_0:13, Lively Netherrack Bastnasite Ore
gregtech:ore_bastnasite_0:14, Gloomy Netherrack Bastnasite Ore
gregtech:ore_bastnasite_0:15, Mercury Bastnasite Ore
gregtech:ore_bastnasite_1:0, Ceres Bastnasite Ore
gregtech:ore_bastnasite_1:1, Saturn Bastnasite Ore
gregtech:ore_bastnasite_1:2, Jupiter Bastnasite Ore
gregtech:ore_bastnasite_1:3, Uranus Bastnasite Ore
gregtech:ore_bastnasite_1:4, Neptune Bastnasite Ore
gregtech:ore_bastnasite_1:5, Pluto Bastnasite Ore
gregtech:ore_bastnasite_1:6, Eris Bastnasite Ore
gregtech:ore_bastnasite_1:7, Kepler22b Bastnasite Ore
gregtech:ore_bastnasite_1:8, Europa Bastnasite Ore
gregtech:ore_bastnasite_1:9, Callisto Bastnasite Ore
gregtech:ore_bastnasite_1:10, Io Bastnasite Ore
gregtech:ore_bastnasite_1:11, Ganymede Bastnasite Ore
gregtech:ore_bastnasite_1:12, Rhea Bastnasite Ore
gregtech:ore_bastnasite_1:13, Titan Bastnasite Ore
gregtech:ore_bastnasite_1:14, Iapetus Bastnasite Ore
gregtech:ore_bastnasite_1:15, Moon Bastnasite Ore
gregtech:ore_bastnasite_2:0, Mars Bastnasite Ore
gregtech:ore_bastnasite_2:1, Venus Bastnasite Ore
gregtech:ore_bastnasite_2:2, Phobos Bastnasite Ore
gregtech:ore_bastnasite_2:3, Deimos Bastnasite Ore
gregtech:ore_bastnasite_2:4, Triton Bastnasite Ore
gregtech:ore_bastnasite_2:5, Oberon Bastnasite Ore
gregtech:ore_bastnasite_2:6, Titania Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:2, End Pentlandite Ore
gregtech:ore_pentlandite_0:12, Fiery Netherrack Pentlandite Ore
gregtech:ore_pentlandite_0:13, Lively Netherrack Pentlandite Ore
gregtech:ore_pentlandite_0:14, Gloomy Netherrack Pentlandite Ore
gregtech:ore_pentlandite_0:15, Mercury Pentlandite Ore
gregtech:ore_pentlandite_1:0, Ceres Pentlandite Ore
gregtech:ore_pentlandite_1:1, Saturn Pentlandite Ore
gregtech:ore_pentlandite_1:2, Jupiter Pentlandite Ore
gregtech:ore_pentlandite_1:3, Uranus Pentlandite Ore
gregtech:ore_pentlandite_1:4, Neptune Pentlandite Ore
gregtech:ore_pentlandite_1:5, Pluto Pentlandite Ore
gregtech:ore_pentlandite_1:6, Eris Pentlandite Ore
gregtech:ore_pentlandite_1:7, Kepler22b Pentlandite Ore
gregtech:ore_pentlandite_1:8, Europa Pentlandite Ore
gregtech:ore_pentlandite_1:9, Callisto Pentlandite Ore
gregtech:ore_pentlandite_1:10, Io Pentlandite Ore
gregtech:ore_pentlandite_1:11, Ganymede Pentlandite Ore
gregtech:ore_pentlandite_1:12, Rhea Pentlandite Ore
gregtech:ore_pentlandite_1:13, Titan Pentlandite Ore
gregtech:ore_pentlandite_1:14, Iapetus Pentlandite Ore
gregtech:ore_pentlandite_1:15, Moon Pentlandite Ore
gregtech:ore_pentlandite_2:0, Mars Pentlandite Ore
gregtech:ore_pentlandite_2:1, Venus Pentlandite Ore
gregtech:ore_pentlandite_2:2, Phobos Pentlandite Ore
gregtech:ore_pentlandite_2:3, Deimos Pentlandite Ore
gregtech:ore_pentlandite_2:4, Triton Pentlandite Ore
gregtech:ore_pentlandite_2:5, Oberon Pentlandite Ore
gregtech:ore_pentlandite_2:6, Titania Pentlandite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Nether Spodumene Ore
gregtech:ore_spodumene_0:2, End Spodumene Ore
gregtech:ore_spodumene_0:12, Fiery Netherrack Spodumene Ore
gregtech:ore_spodumene_0:13, Lively Netherrack Spodumene Ore
gregtech:ore_spodumene_0:14, Gloomy Netherrack Spodumene Ore
gregtech:ore_spodumene_0:15, Mercury Spodumene Ore
gregtech:ore_spodumene_1:0, Ceres Spodumene Ore
gregtech:ore_spodumene_1:1, Saturn Spodumene Ore
gregtech:ore_spodumene_1:2, Jupiter Spodumene Ore
gregtech:ore_spodumene_1:3, Uranus Spodumene Ore
gregtech:ore_spodumene_1:4, Neptune Spodumene Ore
gregtech:ore_spodumene_1:5, Pluto Spodumene Ore
gregtech:ore_spodumene_1:6, Eris Spodumene Ore
gregtech:ore_spodumene_1:7, Kepler22b Spodumene Ore
gregtech:ore_spodumene_1:8, Europa Spodumene Ore
gregtech:ore_spodumene_1:9, Callisto Spodumene Ore
gregtech:ore_spodumene_1:10, Io Spodumene Ore
gregtech:ore_spodumene_1:11, Ganymede Spodumene Ore
gregtech:ore_spodumene_1:12, Rhea Spodumene Ore
gregtech:ore_spodumene_1:13, Titan Spodumene Ore
gregtech:ore_spodumene_1:14, Iapetus Spodumene Ore
gregtech:ore_spodumene_1:15, Moon Spodumene Ore
gregtech:ore_spodumene_2:0, Mars Spodumene Ore
gregtech:ore_spodumene_2:1, Venus Spodumene Ore
gregtech:ore_spodumene_2:2, Phobos Spodumene Ore
gregtech:ore_spodumene_2:3, Deimos Spodumene Ore
gregtech:ore_spodumene_2:4, Triton Spodumene Ore
gregtech:ore_spodumene_2:5, Oberon Spodumene Ore
gregtech:ore_spodumene_2:6, Titania Spodumene Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:2, End Lepidolite Ore
gregtech:ore_lepidolite_0:12, Fiery Netherrack Lepidolite Ore
gregtech:ore_lepidolite_0:13, Lively Netherrack Lepidolite Ore
gregtech:ore_lepidolite_0:14, Gloomy Netherrack Lepidolite Ore
gregtech:ore_lepidolite_0:15, Mercury Lepidolite Ore
gregtech:ore_lepidolite_1:0, Ceres Lepidolite Ore
gregtech:ore_lepidolite_1:1, Saturn Lepidolite Ore
gregtech:ore_lepidolite_1:2, Jupiter Lepidolite Ore
gregtech:ore_lepidolite_1:3, Uranus Lepidolite Ore
gregtech:ore_lepidolite_1:4, Neptune Lepidolite Ore
gregtech:ore_lepidolite_1:5, Pluto Lepidolite Ore
gregtech:ore_lepidolite_1:6, Eris Lepidolite Ore
gregtech:ore_lepidolite_1:7, Kepler22b Lepidolite Ore
gregtech:ore_lepidolite_1:8, Europa Lepidolite Ore
gregtech:ore_lepidolite_1:9, Callisto Lepidolite Ore
gregtech:ore_lepidolite_1:10, Io Lepidolite Ore
gregtech:ore_lepidolite_1:11, Ganymede Lepidolite Ore
gregtech:ore_lepidolite_1:12, Rhea Lepidolite Ore
gregtech:ore_lepidolite_1:13, Titan Lepidolite Ore
gregtech:ore_lepidolite_1:14, Iapetus Lepidolite Ore
gregtech:ore_lepidolite_1:15, Moon Lepidolite Ore
gregtech:ore_lepidolite_2:0, Mars Lepidolite Ore
gregtech:ore_lepidolite_2:1, Venus Lepidolite Ore
gregtech:ore_lepidolite_2:2, Phobos Lepidolite Ore
gregtech:ore_lepidolite_2:3, Deimos Lepidolite Ore
gregtech:ore_lepidolite_2:4, Triton Lepidolite Ore
gregtech:ore_lepidolite_2:5, Oberon Lepidolite Ore
gregtech:ore_lepidolite_2:6, Titania Lepidolite Ore
gregtech:ore_glauconite_sand_0:0, Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:1, Nether Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:2, End Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:12, Fiery Netherrack Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:13, Lively Netherrack Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:14, Gloomy Netherrack Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:15, Mercury Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:0, Ceres Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:1, Saturn Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:2, Jupiter Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:3, Uranus Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:4, Neptune Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:5, Pluto Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:6, Eris Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:7, Kepler22b Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:8, Europa Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:9, Callisto Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:10, Io Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:11, Ganymede Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:12, Rhea Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:13, Titan Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:14, Iapetus Glauconite Sand Ore
gregtech:ore_glauconite_sand_1:15, Moon Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:0, Mars Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:1, Venus Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:2, Phobos Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:3, Deimos Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:4, Triton Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:5, Oberon Glauconite Sand Ore
gregtech:ore_glauconite_sand_2:6, Titania Glauconite Sand Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Nether Malachite Ore
gregtech:ore_malachite_0:2, End Malachite Ore
gregtech:ore_malachite_0:12, Fiery Netherrack Malachite Ore
gregtech:ore_malachite_0:13, Lively Netherrack Malachite Ore
gregtech:ore_malachite_0:14, Gloomy Netherrack Malachite Ore
gregtech:ore_malachite_0:15, Mercury Malachite Ore
gregtech:ore_malachite_1:0, Ceres Malachite Ore
gregtech:ore_malachite_1:1, Saturn Malachite Ore
gregtech:ore_malachite_1:2, Jupiter Malachite Ore
gregtech:ore_malachite_1:3, Uranus Malachite Ore
gregtech:ore_malachite_1:4, Neptune Malachite Ore
gregtech:ore_malachite_1:5, Pluto Malachite Ore
gregtech:ore_malachite_1:6, Eris Malachite Ore
gregtech:ore_malachite_1:7, Kepler22b Malachite Ore
gregtech:ore_malachite_1:8, Europa Malachite Ore
gregtech:ore_malachite_1:9, Callisto Malachite Ore
gregtech:ore_malachite_1:10, Io Malachite Ore
gregtech:ore_malachite_1:11, Ganymede Malachite Ore
gregtech:ore_malachite_1:12, Rhea Malachite Ore
gregtech:ore_malachite_1:13, Titan Malachite Ore
gregtech:ore_malachite_1:14, Iapetus Malachite Ore
gregtech:ore_malachite_1:15, Moon Malachite Ore
gregtech:ore_malachite_2:0, Mars Malachite Ore
gregtech:ore_malachite_2:1, Venus Malachite Ore
gregtech:ore_malachite_2:2, Phobos Malachite Ore
gregtech:ore_malachite_2:3, Deimos Malachite Ore
gregtech:ore_malachite_2:4, Triton Malachite Ore
gregtech:ore_malachite_2:5, Oberon Malachite Ore
gregtech:ore_malachite_2:6, Titania Malachite Ore
gregtech:ore_mica_0:0, Mica Ore
gregtech:ore_mica_0:1, Nether Mica Ore
gregtech:ore_mica_0:2, End Mica Ore
gregtech:ore_mica_0:12, Fiery Netherrack Mica Ore
gregtech:ore_mica_0:13, Lively Netherrack Mica Ore
gregtech:ore_mica_0:14, Gloomy Netherrack Mica Ore
gregtech:ore_mica_0:15, Mercury Mica Ore
gregtech:ore_mica_1:0, Ceres Mica Ore
gregtech:ore_mica_1:1, Saturn Mica Ore
gregtech:ore_mica_1:2, Jupiter Mica Ore
gregtech:ore_mica_1:3, Uranus Mica Ore
gregtech:ore_mica_1:4, Neptune Mica Ore
gregtech:ore_mica_1:5, Pluto Mica Ore
gregtech:ore_mica_1:6, Eris Mica Ore
gregtech:ore_mica_1:7, Kepler22b Mica Ore
gregtech:ore_mica_1:8, Europa Mica Ore
gregtech:ore_mica_1:9, Callisto Mica Ore
gregtech:ore_mica_1:10, Io Mica Ore
gregtech:ore_mica_1:11, Ganymede Mica Ore
gregtech:ore_mica_1:12, Rhea Mica Ore
gregtech:ore_mica_1:13, Titan Mica Ore
gregtech:ore_mica_1:14, Iapetus Mica Ore
gregtech:ore_mica_1:15, Moon Mica Ore
gregtech:ore_mica_2:0, Mars Mica Ore
gregtech:ore_mica_2:1, Venus Mica Ore
gregtech:ore_mica_2:2, Phobos Mica Ore
gregtech:ore_mica_2:3, Deimos Mica Ore
gregtech:ore_mica_2:4, Triton Mica Ore
gregtech:ore_mica_2:5, Oberon Mica Ore
gregtech:ore_mica_2:6, Titania Mica Ore
gregtech:ore_barite_0:0, Barite Ore
gregtech:ore_barite_0:1, Nether Barite Ore
gregtech:ore_barite_0:2, End Barite Ore
gregtech:ore_barite_0:12, Fiery Netherrack Barite Ore
gregtech:ore_barite_0:13, Lively Netherrack Barite Ore
gregtech:ore_barite_0:14, Gloomy Netherrack Barite Ore
gregtech:ore_barite_0:15, Mercury Barite Ore
gregtech:ore_barite_1:0, Ceres Barite Ore
gregtech:ore_barite_1:1, Saturn Barite Ore
gregtech:ore_barite_1:2, Jupiter Barite Ore
gregtech:ore_barite_1:3, Uranus Barite Ore
gregtech:ore_barite_1:4, Neptune Barite Ore
gregtech:ore_barite_1:5, Pluto Barite Ore
gregtech:ore_barite_1:6, Eris Barite Ore
gregtech:ore_barite_1:7, Kepler22b Barite Ore
gregtech:ore_barite_1:8, Europa Barite Ore
gregtech:ore_barite_1:9, Callisto Barite Ore
gregtech:ore_barite_1:10, Io Barite Ore
gregtech:ore_barite_1:11, Ganymede Barite Ore
gregtech:ore_barite_1:12, Rhea Barite Ore
gregtech:ore_barite_1:13, Titan Barite Ore
gregtech:ore_barite_1:14, Iapetus Barite Ore
gregtech:ore_barite_1:15, Moon Barite Ore
gregtech:ore_barite_2:0, Mars Barite Ore
gregtech:ore_barite_2:1, Venus Barite Ore
gregtech:ore_barite_2:2, Phobos Barite Ore
gregtech:ore_barite_2:3, Deimos Barite Ore
gregtech:ore_barite_2:4, Triton Barite Ore
gregtech:ore_barite_2:5, Oberon Barite Ore
gregtech:ore_barite_2:6, Titania Barite Ore
gregtech:ore_alunite_0:0, Alunite Ore
gregtech:ore_alunite_0:1, Nether Alunite Ore
gregtech:ore_alunite_0:2, End Alunite Ore
gregtech:ore_alunite_0:12, Fiery Netherrack Alunite Ore
gregtech:ore_alunite_0:13, Lively Netherrack Alunite Ore
gregtech:ore_alunite_0:14, Gloomy Netherrack Alunite Ore
gregtech:ore_alunite_0:15, Mercury Alunite Ore
gregtech:ore_alunite_1:0, Ceres Alunite Ore
gregtech:ore_alunite_1:1, Saturn Alunite Ore
gregtech:ore_alunite_1:2, Jupiter Alunite Ore
gregtech:ore_alunite_1:3, Uranus Alunite Ore
gregtech:ore_alunite_1:4, Neptune Alunite Ore
gregtech:ore_alunite_1:5, Pluto Alunite Ore
gregtech:ore_alunite_1:6, Eris Alunite Ore
gregtech:ore_alunite_1:7, Kepler22b Alunite Ore
gregtech:ore_alunite_1:8, Europa Alunite Ore
gregtech:ore_alunite_1:9, Callisto Alunite Ore
gregtech:ore_alunite_1:10, Io Alunite Ore
gregtech:ore_alunite_1:11, Ganymede Alunite Ore
gregtech:ore_alunite_1:12, Rhea Alunite Ore
gregtech:ore_alunite_1:13, Titan Alunite Ore
gregtech:ore_alunite_1:14, Iapetus Alunite Ore
gregtech:ore_alunite_1:15, Moon Alunite Ore
gregtech:ore_alunite_2:0, Mars Alunite Ore
gregtech:ore_alunite_2:1, Venus Alunite Ore
gregtech:ore_alunite_2:2, Phobos Alunite Ore
gregtech:ore_alunite_2:3, Deimos Alunite Ore
gregtech:ore_alunite_2:4, Triton Alunite Ore
gregtech:ore_alunite_2:5, Oberon Alunite Ore
